EmployeeNumber,MonthlyIncome,MonthlyRate,DailyRate,Age,YearsAtCompany,HourlyRate,YearsWithCurrManager,BusinessTravel,OverTime,NumCompaniesWorked,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,EducationField,TotalWorkingYears,PercentSalaryHike,YearsSinceLastPromotion,JobRole,YearsInCurrentRole,StockOptionLevel,WorkLifeBalance,JobInvolvement,TrainingTimesLastYear,Gender,Department,MaritalStatus,JobLevel,RelationshipSatisfaction,StandardHours,PerformanceRating,Over18,EmployeeCount,Education
2.0,0.13768145316409763,3.275362906328195,3.724637093671805,1.0,1.0,1.8623185468359025,0.0,1712.2099384256394,4141.130281448341,4938.717277625494,486.8915537363189,35.34782256203083,9.586955640507707,54.42028221773346,7.724637093671805,1.0,9.173911281015414,1.413044359492293,4.0,9.586955640507707,15.0,0.6884072658204881,3.5507258126563905,0.13768145316409763,1.413044359492293,3.0,3.8623185468359025,1.8623185468359025,2.0,80.0,3.0,1.0,3.586955640507707
2.0,1.0,3.9513097040244713,5.805238816097885,1.0,1.0,1.9513097040244713,0.0,787.4009249882804,2672.269336534901,5162.983972438122,555.9707261054394,33.292141775853175,9.61047763219577,63.3408320718287,7.707858224146829,1.2921417758531712,1.2434514798776428,3.8539291120734145,4.0,9.902619408048944,13.38952236780423,6.756548520122357,8.6591679281713,0.0,1.9513097040244713,3.0,2.0,1.0,3.0486902959755287,80.0,3.0486902959755287,1.0,3.9513097040244713
1.0,0.7463574757431772,1.2536425242568228,3.268212621284114,0.7463574757431772,1.2536425242568228,2.0,0.0,185.55366368703704,6231.765650087744,22907.291401940547,575.8198221407895,32.98542990297271,8.239072427229532,62.44900466040448,4.731787378715886,2.014570097027291,11.819207960879632,2.4927149514863545,1.5072850485136455,9.0,21.717217281688594,0.0,5.985429902972709,0.0,2.746357475743177,1.2536425242568228,3.5072850485136455,2.0,3.746357475743177,80.0,3.746357475743177,1.0,3.253642524256823
1.553864487340798,0.0,1.553864487340798,4.784542050636808,0.4461355126592019,2.0,1.0,0.0,1340.479877582939,16762.649743037575,25095.600067707222,634.9540689691601,49.76932243670399,27.984780386067182,68.15338781648005,9.446135512659202,3.6768130759552116,5.122948588614413,3.553864487340798,1.8922710253184039,29.430915898726383,13.215457949363191,9.569084101273615,9.984780386067182,0.5538644873407981,2.107728974681596,1.0,3.0,4.553864487340798,3.553864487340798,80.0,3.0,1.0,1.8922710253184039
2.0,0.10462788874247408,1.104627888742474,7.0,1.0,2.0,1.104627888742474,0.0,1006.410505282381,10450.488748555152,15164.004306661343,590.8913082699535,37.313883666227426,13.058349001317733,47.15090677616722,6.267604778802681,4.686116333772578,3.511069329819378,2.895372111257526,1.3138836662274223,16.162976890060207,11.104627888742474,9.95372111257526,1.3138836662274223,0.0,1.2092557774849482,2.0,2.0,3.0,3.0,80.0,3.0,1.0,4.0
1.651524010966503,0.0,2.303048021933006,3.7423799451674853,0.6515240109665029,1.348475989033497,0.3484759890334971,0.0,618.8475989033498,3713.9619183714103,6330.388311788991,489.07824708158734,37.18171186840196,2.9545720328995086,59.605511320076815,1.9545720328995086,5.257620054832515,15.575615824535953,2.9545720328995086,1.0,6.954572032899509,13.348475989033497,0.6515240109665029,2.303048021933006,2.651524010966503,3.0,1.6969519780669942,2.696951978066994,1.348475989033497,2.0454279671004914,80.0,3.0,1.0,2.0454279671004914
2.0,1.0,3.0,6.5198049487646355,0.7400975256176825,1.2599024743823175,0.7400975256176825,0.0,558.5155283183368,3291.424757010141,24421.218493625485,944.9195809040289,28.25990247438232,3.0,74.64351092223657,2.0,5.259902474382318,1.7400975256176825,3.7400975256176823,1.2599024743823175,5.0,14.559414846293905,1.480195051235365,2.0,0.7797074231469523,2.2599024743823177,1.2599024743823175,3.7400975256176823,1.0,3.7400975256176823,80.0,3.0,1.0,3.7400975256176823
1.6805144811428259,0.6805144811428259,2.2779420754286965,3.597427594285871,0.6805144811428259,1.3194855188571741,2.0,0.0,518.6278933337588,5503.6824392411545,18716.05069638737,462.742899863984,41.92977514171369,2.2779420754286965,82.98418061371282,0.0,7.7220579245713035,4.833826226286089,2.6805144811428256,1.0,17.888231698285214,12.361028962285651,0.0,0.9584565565715222,0.0,2.3610289622856517,2.3194855188571744,2.6389710377143483,2.6805144811428256,3.041543443428478,80.0,3.0,1.0,2.3194855188571744
2.0,0.6223844285660048,2.2447688571320095,2.0,1.0,1.0,0.7552311428679903,0.0,382.67153285698015,2792.9085154346026,14465.099756432666,1101.5936742807244,26.75523114286799,1.8671532856980146,57.83892942875583,1.2447688571320097,2.0,10.713381999924067,2.3776155714339953,1.0,5.0,12.24476885713201,0.0,1.2447688571320097,0.6223844285660048,2.2447688571320095,3.0,3.1328467143019854,1.0,3.6223844285660047,80.0,3.0,1.0,4.0
2.0,0.28947159727765437,3.5789431945553085,2.0263011809435802,0.28947159727765437,1.2894715972776543,1.2894715972776543,0.0,1612.290978362811,9115.893367814142,10694.658956985673,533.971716232828,42.8158124299458,8.710528402722346,71.78943194555309,7.0,2.8421136108893825,16.078982846279878,1.7105284027223457,4.0,11.842113610889383,22.0,3.2894715972776543,7.0,0.7105284027223456,3.7105284027223457,3.0,2.0,2.2894715972776543,3.131585208167037,80.0,4.0,1.0,2.2894715972776543
2.0,1.0,3.0,5.180305252161193,1.0,1.0,1.0,0.0,138.1570664355299,3192.912650014364,21853.23161154901,419.4372250450524,35.38522893912089,1.819694747838807,74.69660257384626,0.819694747838807,1.0246184347985088,10.024618434798509,3.2049236869597015,3.7950763130402985,3.2295421217582105,16.180305252161194,0.0,0.819694747838807,1.0,1.7950763130402982,2.2049236869597015,0.4098473739194035,1.0,1.4098473739194035,80.0,3.0,1.0,3.0
2.0,0.0,2.316603770270536,4.633207540541072,1.0,1.0,2.0,0.0,669.4520747027643,4075.4967909663355,15882.296412709651,766.6469805338318,28.0,1.3166037702705358,57.27603779053616,0.6583018851352679,4.633207540541072,2.0,3.0,2.316603770270536,5.0,14.949811310811608,1.3166037702705358,1.3166037702705358,0.0,1.658301885135268,3.0,3.683396229729464,1.0,3.658301885135268,80.0,3.0,1.0,4.0
0.6762424822774629,0.6762424822774629,2.3524849645549257,6.0,0.32375751772253714,1.0,0.6762424822774629,0.0,965.2002214155584,2282.146802909863,20702.126701777866,893.1513928367282,30.856362765838057,5.73369737594224,90.26630262405776,4.73369737594224,2.618787588612686,5.0,2.3524849645549257,2.3524849645549257,7.028727446832389,14.971272553167612,0.6762424822774629,4.73369737594224,1.0,2.3524849645549257,2.0,2.0,1.0,1.0,80.0,3.0,1.0,2.0
1.879234763031327,0.12076523696867292,2.758469526062654,2.0,0.8792347630313271,1.0,0.24153047393734584,0.0,989.8577201403873,2443.3001150958016,19422.513747157154,1274.5687562313792,25.275408578187964,1.0,40.502191872091515,0.0,1.0,19.188521445469906,3.1207652369686727,1.362295710906019,1.0,19.758469526062655,0.12076523696867292,0.8792347630313271,0.8792347630313271,2.1207652369686727,2.8792347630313273,0.6038261848433644,1.0,2.8792347630313273,80.0,3.8792347630313273,1.0,3.0
1.5436780538280952,0.5436780538280952,2.825287784687619,6.91264389234381,1.0,1.4563219461719048,1.4563219461719048,0.0,1467.5046884076032,1835.8389337444905,10473.45980331329,1059.7022370588109,40.96091718421809,5.893102484452857,39.019541407890955,3.8057463767966664,5.349424430624762,13.126438923438096,2.0873561076561904,1.9126438923438096,10.242526915077619,14.281609730859524,1.0873561076561904,0.0,1.6310341614842856,3.543678053828095,3.456321946171905,2.456321946171905,1.0,3.456321946171905,80.0,3.0,1.0,3.543678053828095
1.7173003490544634,0.2826996509455366,3.0,3.1307986037821465,1.0,1.0,0.0,0.0,1006.6416239143346,2484.991266661195,19653.72075338892,1217.768238574622,30.523194415128586,1.2826996509455366,42.65399301891073,0.5653993018910732,2.413498254727683,20.434600698108927,3.0,1.5653993018910732,2.6961979056732197,17.738402792435707,0.5653993018910732,1.2826996509455366,0.7173003490544634,2.2826996509455366,3.2826996509455366,0.5653993018910732,1.0,3.2826996509455366,80.0,3.7173003490544634,1.0,3.0
1.9697647419940174,0.0,4.87905896797607,6.969764741994018,0.9697647419940174,1.9697647419940174,2.0,0.0,818.4043261824331,5288.44780955657,3097.016901742533,1128.3123740665,26.151176290029913,4.090705774017948,37.848823709970084,2.151176290029913,5.8488237099700875,7.8488237099700875,1.0604705160119652,4.0,6.030235258005982,16.848823709970087,1.1814115480358955,2.9697647419940174,0.0,1.9697647419940174,2.0302352580059826,2.0,1.9697647419940174,2.939529483988035,80.0,3.0,1.0,3.0
2.0,0.28966317102578665,4.420673657948427,4.841347315896853,1.0,1.0,1.7103368289742134,0.0,1545.7523800241145,2375.324505867186,7497.322186269708,254.4146329577076,28.710336828974214,6.682694631793707,85.80650461973644,4.972357802819493,4.551684144871067,7.662252933593091,1.2896631710257866,1.5793263420515733,8.103368289742134,14.158652684103146,0.0,5.26202097384528,0.8689895130773602,1.5793263420515733,2.2896631710257864,2.2896631710257864,1.0,3.0,80.0,3.0,1.0,3.7103368289742136
2.0,0.0,3.9921158964915597,2.0,1.0,1.0,0.007884103508440377,0.0,1047.9475707966617,4827.6690648827225,7870.125751195981,660.2207548982364,35.91327486140715,1.0078841035084403,81.07884103508441,0.015768207016880753,6.9842317929831195,14.905390757898715,2.9842317929831195,1.0,8.976347689474679,13.99211589649156,0.0,0.015768207016880753,1.0,2.0078841035084403,3.0,3.0157682070168805,1.9921158964915597,2.0078841035084403,80.0,3.0,1.0,3.0
2.0,1.0,1.0,4.509283720716018,0.0,1.0,1.254641860358009,0.0,1466.1193674506433,2274.7426976572815,26030.572967492095,123.44694883554914,29.981432558567963,5.391246511253032,57.70822325677792,4.391246511253032,1.0,11.409813952685067,2.254641860358009,2.8819627905370133,5.391246511253032,12.627320930179005,4.391246511253032,1.254641860358009,0.3726790698209955,3.0,3.0,2.0,1.0,4.0,80.0,3.0,1.0,3.6273209301790046
1.0,0.5305372145627818,1.0,6.938925570874437,0.0,1.4694627854372182,0.9389255708744364,0.0,1137.326680848721,1710.7461732551244,16396.986044269754,382.10151577978615,33.12214885825113,5.774834931065036,74.40471186988796,4.244297716502254,1.0,13.732893149506763,2.4694627854372184,3.0610744291255636,5.774834931065036,15.713760501939472,3.713760501939473,1.0610744291255636,0.5305372145627818,2.4694627854372184,2.0610744291255636,3.0,1.0,1.4694627854372182,80.0,3.0,1.0,4.0
2.0,1.0,2.0,7.0,1.0,2.0,1.922111461767193,0.0,408.0878569791854,5870.99447310451,8267.740820535231,920.7917981626974,27.090439535259296,7.844222923534386,49.55777076465614,3.688445847068772,1.077888538232807,5.401993688190526,3.922111461767193,3.922111461767193,8.0,12.0,6.532668770603158,6.76633438530158,0.1557770764656139,3.0,2.0,0.4673312293968417,2.0,1.922111461767193,80.0,3.0,1.0,3.844222923534386
2.0,1.0,1.0,2.4474727251645003,0.9105054549670999,1.0894945450329,2.0,0.0,58.36184366292729,5435.770661560135,19310.556490831088,668.5994034356604,47.3735381847697,1.4474727251645005,97.6420218198684,0.44747272516450054,8.9105054549671,1.0,3.0894945450329,1.0894945450329,21.657581824506497,12.8210109099342,0.0,0.35797818013160043,0.0,2.8210109099342,2.0894945450329,1.8210109099341998,2.9105054549671,3.7315163649012995,80.0,3.0,1.0,2.0
2.0,0.0,2.2178269659048513,3.623769287873135,0.0,1.0,2.0,0.0,993.6928636857742,2722.7028839015857,8512.971335502938,1105.0207385068097,29.910865170475745,10.50492284850746,51.93073108330224,8.316807492444028,1.0,16.81188464393657,2.2178269659048513,3.4059423219682836,11.098980526539176,17.21782696590485,8.910865170475745,7.722749814412311,0.0,2.5940576780317164,3.5940576780317164,1.8118846439365675,1.0,2.1881153560634328,80.0,3.0,1.0,2.7821730340951487
1.0243131997101578,0.9756868002898422,3.9513736005796845,0.17019239797110441,0.0,1.0243131997101578,1.9756868002898422,0.0,1393.3315787298404,7555.090935175073,22968.7795535377,331.7483488626059,29.0,8.048626399420316,82.80865321420227,7.048626399420316,0.024313199710157773,14.316071596232051,4.0,2.975686800289842,9.024313199710157,12.243131997101578,6.854120801739054,6.927060400869527,0.07293959913047332,2.975686800289842,3.0,1.0486263994203155,3.0,1.0729395991304733,80.0,3.024313199710158,1.0,1.0486263994203155
1.0,1.0,2.34261098434159,5.944334093950458,0.3426109843415903,1.6573890156584097,2.0,0.0,1219.8687804704432,2613.8767257060103,17134.07952624129,636.066938075463,21.37044393736636,1.3147780313168194,65.99138445195567,1.3147780313168194,1.3426109843415903,9.0,2.972167046975229,3.3147780313168194,2.6852219686831806,12.97216704697523,0.0,1.3147780313168194,0.0,2.65738901565841,3.0,2.65738901565841,1.0,2.34261098434159,80.0,3.0,1.0,3.0
1.0,1.0,1.377768941160205,8.0,0.3777689411602051,2.0,2.0,0.0,1060.139669188133,2141.825968948073,8220.780075298346,1152.9311595254105,26.089003764917333,1.8666931765193846,59.666534117403074,1.2444621176795898,1.0,2.5110757646408204,2.0,3.24446211767959,5.644382588121435,12.133306823480616,1.2444621176795898,1.2444621176795898,0.0,3.622231058839795,3.0,2.377768941160205,1.0,2.1333068234806154,80.0,3.0,1.0,3.0
1.7209320517714017,0.0,2.4418641035428035,5.046524362399811,1.0,1.7209320517714017,1.0,0.0,373.60411267566514,10239.256861820328,25001.58667834415,902.3962784551862,31.720932051771403,10.372116673028222,41.488310239772346,5.767456414171213,1.5581358964571967,8.465087171657574,3.7209320517714017,3.1627961553142048,13.441864103542803,11.2790679482286,6.488388465942615,5.767456414171213,0.0,2.2790679482285983,1.5581358964571967,2.0,3.0,2.4418641035428035,80.0,3.0,1.0,3.7209320517714017
1.209749949655635,0.0,2.0,7.0,0.0,2.0,1.790250050344365,0.0,295.64400080550985,6893.794202525264,23293.79042156348,289.32326072334973,29.790250050344365,6.83899979862254,48.4342508558542,2.6779995972450807,4.16100020137746,26.209749949655635,1.6292498489669054,2.790250050344365,9.209749949655635,16.468249647589445,0.2097499496556351,3.209749949655635,0.6292498489669053,2.0,2.209749949655635,4.58050010068873,2.209749949655635,3.209749949655635,80.0,3.209749949655635,1.0,3.790250050344365
1.8842967666729065,0.8842967666729064,3.8842967666729065,5.537187066691626,1.0,1.0,2.0,0.0,863.7691409288158,2671.537095834113,5224.12407853241,499.4626304681517,32.42148383336453,8.842967666729063,60.10741916682266,7.074374133383251,1.6942193999625619,1.1157032333270935,3.652890300018719,3.8842967666729065,9.768593533345813,12.768593533345813,6.190077366710344,7.958670900056157,0.0,2.0,2.8842967666729065,2.0,1.0,3.0,80.0,3.0,1.0,3.768593533345813
1.0,0.5771402440203418,3.0,5.462841464122051,0.4228597559796582,1.5771402440203417,1.4228597559796583,0.0,1126.0593660111767,3003.436438927238,11702.78834147379,538.433237852157,40.81138414834581,7.308560976081367,84.8513658564882,5.731420732061025,1.1542804880406836,16.302914631552483,2.5771402440203417,3.5771402440203417,13.502823172264444,11.0,4.462841464122051,5.731420732061025,1.1542804880406836,3.4228597559796583,2.5771402440203417,2.5771402440203417,1.0,2.5771402440203417,80.0,3.0,1.0,2.0
2.0,0.304729994095314,2.0,7.0,0.304729994095314,2.0,1.304729994095314,0.0,764.1686606765008,8330.127626608171,25031.156520192315,210.285888269927,29.91418998228594,7.562160047237488,49.32230972247976,6.866890041332802,2.8283799645718837,19.38175014761715,3.390540011809372,2.304729994095314,9.085810017714058,18.95270005904686,1.304729994095314,3.390540011809372,2.085810017714058,2.0,2.695270005904686,3.0,2.695270005904686,3.695270005904686,80.0,3.695270005904686,1.0,3.304729994095314
2.0,0.0,1.6560857188083553,6.031742843574934,1.0,1.6719571405958225,1.3439142811916447,0.0,209.71987268812694,3407.3280428594044,6893.8199565074265,1011.0049557159639,35.015871421787466,4.671957140595822,67.56611418621618,3.0,7.0,9.328042859404178,1.984128578212533,2.343914281191645,9.343914281191644,19.719571405958224,0.32804285940417766,3.0,0.9841285782125331,3.0,1.6719571405958225,3.343914281191645,1.0,1.6719571405958225,80.0,3.6719571405958225,1.0,3.015871421787467
1.0,0.0,4.79544408288203,6.051138979279493,0.9488610207205074,1.0511389792794925,1.9488610207205075,0.0,518.8981823946317,3162.548551466919,6533.315691725923,561.2436145738164,26.97164060631036,5.744305103602537,74.3807524405463,3.7954440828820295,0.10227795855898525,4.176196523428331,1.0,2.897722041441015,6.897722041441015,21.59088816576406,0.0,3.846583062161522,0.10227795855898525,3.0,3.0,2.102277958558985,1.0511389792794925,3.0511389792794925,80.0,3.9488610207205075,1.0,1.153416937838478
2.0,0.0027032138935026984,2.997296786106497,2.016219283361016,0.9972967861064973,1.0027032138935028,1.0027032138935028,0.0,537.8567296636444,4027.8102076056666,9395.3350093822,687.0863137039961,25.021625711148022,1.9972967861064972,90.84591680807034,1.9945935722129946,4.989187144425989,3.0054064277870056,1.0054064277870054,1.008109641680508,5.986483930532486,13.0,0.0,1.9945935722129946,0.9972967861064973,3.0,3.0,4.991890358319492,1.0,2.997296786106497,80.0,3.0,1.0,3.0
1.352803346105964,0.0,1.0584100383178918,1.352803346105964,0.352803346105964,0.352803346105964,0.647196653894036,0.0,1648.7035993093082,2691.5375737925015,19490.789791008716,1334.5303765772583,26.647196653894035,1.0,50.59112973177476,0.0,1.0,21.647196653894035,2.352803346105964,1.0,1.0,14.822426768847713,0.0,0.352803346105964,0.352803346105964,2.647196653894036,2.352803346105964,1.294393307788072,1.0,1.705606692211928,80.0,3.352803346105964,1.0,3.0
1.3996077629023604,0.0,2.6003922370976396,4.397646577414163,1.0,1.3996077629023604,2.0,0.0,1614.2917425610515,2608.1537160224784,5040.10908283294,308.1811726193133,25.202745659683476,0.39960776290236044,35.20274565968348,0.0,4.602353422585837,3.998038814511802,1.3996077629023604,2.6003922370976396,5.202745659683477,11.79921552580472,0.39960776290236044,0.0,0.0,2.3996077629023604,2.3996077629023604,2.3996077629023604,1.0,2.6003922370976396,80.0,3.0,1.0,1.6003922370976396
1.0,0.0,3.3549584398811527,6.411260390029712,0.5887396099702882,1.4112603900297118,1.5887396099702882,0.0,581.5593078651699,3588.932301795179,6190.480108691714,464.3709550820075,33.81394741056452,3.9436980498514407,84.10403053080222,2.3549584398811527,0.8225207800594236,12.458988970683372,1.0,2.1774792199405764,6.177479219940576,18.709916879762304,0.0,2.7662188299108648,0.8225207800594236,3.0,3.0,2.8225207800594236,1.4112603900297118,3.411260390029712,80.0,3.588739609970288,1.0,2.2337811700891352
1.9627703198402424,1.0,3.8883109595207275,6.0,0.9627703198402424,1.0,2.0,0.0,752.189428920661,2731.904195636981,5187.417188235968,549.263348735535,32.962770319840246,10.0,63.33506712143782,7.962770319840242,1.0,1.5584452023963635,3.8883109595207275,3.925540639680485,10.0,13.335067121437818,6.962770319840242,8.739392238881697,0.0,2.037229680159758,2.925540639680485,2.1116890404792725,1.0,2.962770319840242,80.0,3.037229680159758,1.0,3.8883109595207275
1.9831283266299602,0.9831283266299603,3.0,5.932513306519841,0.9831283266299603,1.0,2.0,0.0,706.3314487849325,1032.8396744718661,26977.505488126568,1340.8597932673404,20.168716733700396,1.0337433467400794,32.47240685436111,1.0168716733700398,0.9831283266299603,9.915641633149802,2.98312832662996,3.9662566532599204,1.050615020110119,11.101230040220239,1.0,0.033743346740079394,0.0,3.0,3.0,4.96625665325992,1.0,3.949384979889881,80.0,3.0,1.0,1.0337433467400794
1.30351756929855,1.0,1.5175878464927495,2.8211054157912994,0.3035175692985499,0.6070351385970998,0.6070351385970998,0.0,744.7939603422604,9838.305534498133,11168.77891684174,1053.5597949684868,34.30351756929855,4.5175878464927495,56.05125547983765,3.5175878464927495,6.268341876313051,17.23316618332755,1.0,2.6070351385971,10.3929648614029,17.12462298508985,1.2140702771941996,3.5175878464927495,2.0894472921043503,3.0,3.0,2.0,3.0,2.3929648614029,80.0,3.30351756929855,1.0,3.0
1.1863213502981367,1.0,1.1863213502981367,7.0,0.18632135029813657,2.0,2.0,0.0,713.4526014855155,6290.983151680361,9987.03896928682,762.0402319188695,43.08725164373914,5.55896405089441,71.59668084135404,3.1863213502981367,3.4410359491055904,22.71460894314286,3.1863213502981367,2.3726427005962734,8.0,12.0,2.117928101788819,4.55896405089441,0.0,3.0,3.6273572994037266,1.6273572994037269,2.0,3.6273572994037266,80.0,3.0,1.0,2.3726427005962734
1.4901928033784158,1.0,2.5294215898647523,4.54903598310792,1.0,1.5098071966215842,2.0,0.0,598.7877492560417,5048.095900606106,18252.463897302103,795.7657964749875,49.01961439324317,0.49019280337841586,89.33327765743307,0.0,5.941156820270495,1.0,3.0,2.5294215898647523,13.823470460811485,13.509807196621583,0.0,0.0,0.0,3.0,2.5098071966215842,3.0196143932431685,2.4901928033784158,4.0,80.0,3.0,1.0,3.0196143932431685
1.3339648695968092,0.33396486959680916,2.3320702608063817,2.0,0.6660351304031908,1.0,1.6660351304031908,0.0,1274.2321697173952,2480.1805015575724,5800.509136042144,461.32587271195354,28.33396486959681,0.33396486959680916,37.33207026080638,0.0,4.996210782419145,1.6660351304031908,1.0,2.666035130403191,5.6622459128223355,11.0,0.0,0.0,0.33396486959680916,2.333964869596809,2.0,1.6660351304031908,1.0,3.333964869596809,80.0,3.0,1.0,2.0
1.209159836772595,1.0,1.8366393470903803,7.58168032645481,0.0,1.790840163227405,2.0,0.0,1114.7287287771367,2376.2517420542713,8368.570881315105,1048.4962089775072,30.790840163227404,3.41831967354519,61.111434450268234,2.41831967354519,1.8366393470903803,1.4183196735451902,1.790840163227405,4.0,4.045799183862975,11.0,1.5816803264548098,2.0,0.0,3.790840163227405,3.0,2.6274795103177855,1.0,1.4183196735451902,80.0,3.0,1.0,3.0
2.0,0.9027570743675754,0.29172877689727394,1.6807004794269726,0.9027570743675754,0.1944858512648493,0.1944858512648493,0.0,209.72466832398305,2070.1799551566596,23492.80029069065,777.1464218308456,35.34687026424878,2.9027570743675755,61.63859904114606,2.0,3.708271223102726,5.611028297470302,1.1944858512648493,3.0,6.513785371837876,21.12481366930818,0.0,2.0,0.0,2.9027570743675755,2.9027570743675755,3.0,1.0,4.0,80.0,3.9027570743675755,1.0,3.9027570743675755
1.0,0.44203563772992527,1.0,6.0,0.44203563772992527,1.0,2.0,0.0,1167.9002424955124,3758.661770630775,3717.500647371914,788.6483534309116,31.88407127545985,8.326106913189776,49.35531859600724,7.0,1.0,3.0,2.1159287245401495,2.6738930868102244,8.326106913189776,11.557964362270075,7.884071275459851,4.652213826379551,0.0,1.8840712754598505,3.0,2.4420356377299255,1.0,1.0,80.0,3.0,1.0,3.0
1.4800476254291617,0.0,1.9600952508583236,3.599761872854191,0.4800476254291618,0.5199523745708382,1.5199523745708383,0.0,1326.259092436598,7155.344707495777,3277.5128454646338,952.2388147247668,37.240619130579105,13.240619130579104,60.842762274891385,6.519952374570838,4.840381003433294,2.0399047491416766,2.0399047491416766,3.0399047491416766,15.16080963229575,12.960095250858323,5.079809498283353,3.920190501716647,0.4800476254291618,1.9600952508583236,2.5199523745708383,1.5199523745708383,1.9600952508583236,2.4401428762874855,80.0,3.0,1.0,2.5199523745708383
2.0,0.0,2.22417435626181,3.22417435626181,0.3060435890654525,1.0,2.0,0.0,1188.900922751417,2626.3973925660625,8054.463444065118,682.7051876277359,33.857694876541835,14.55165128747638,60.444484576730794,11.857694876541832,2.530217945327262,11.409346164018213,1.0,2.387912821869095,15.857694876541832,15.081869232803642,10.409346164018213,11.163738465607285,0.0,2.387912821869095,3.387912821869095,1.3060435890654525,1.0,3.0,80.0,3.0,1.0,4.0
0.18177146406481892,1.0,2.9091142679675905,6.181771464064819,0.9091142679675905,1.0908857320324095,2.0,0.0,945.0118195916008,2369.169437977177,10215.481922058016,336.3632859804861,31.18177146406482,2.818228535935181,44.90937121561109,1.818228535935181,0.09088573203240946,8.636457071870362,1.181771464064819,3.0908857320324095,3.7273428039027716,21.182028411708316,0.9091142679675905,1.818228535935181,0.0,3.0,2.0908857320324095,0.18177146406481892,1.0,1.0908857320324095,80.0,3.9091142679675905,1.0,2.0908857320324095
2.0,0.22775950153786095,5.0,5.861202492310696,1.0,1.7722404984621392,1.7722404984621392,0.0,866.6054454767369,4953.613214985598,3414.977391869844,1162.6264436122638,25.77224049846214,4.6832785046135825,36.633442990772835,2.911038006151444,4.861202492310696,7.088961993848557,1.683278504613583,4.0,6.227759501537861,16.54448099692428,1.9110380061514438,3.911038006151444,0.22775950153786095,2.4555190030757217,2.227759501537861,2.227759501537861,1.7722404984621392,2.772240498462139,80.0,3.0,1.0,2.5444809969242783
1.4103015626901256,1.0,1.8206031253802513,2.0,1.0,1.0,1.4103015626901256,0.0,1554.2663437918277,3831.5505172382636,20877.90072646839,850.0103454640301,27.717587498478995,3.230904688070377,93.58969843730988,2.0,3.948492186549372,4.461809376140754,3.5896984373098744,2.8206031253802513,6.179396874619749,12.179396874619748,1.5896984373098744,2.8206031253802513,0.5896984373098744,1.8206031253802513,2.5896984373098744,2.0,1.0,2.1793968746197487,80.0,3.0,1.0,2.1793968746197487
1.0,0.37670532697986936,1.0,7.2465893460402615,1.0,1.6232946730201308,1.0,0.0,800.5656574268471,2036.3903479428188,14799.993866434366,408.06923534013384,28.493178692080523,1.7534106539597387,67.59600944134222,0.7534106539597387,2.8835266348993467,8.232946730201306,1.0,1.6232946730201308,2.8835266348993467,16.493178692080523,0.37670532697986936,0.7534106539597387,1.0,3.6232946730201308,2.3767053269798692,2.0,1.0,2.6232946730201308,80.0,3.0,1.0,3.6232946730201308
0.226078437565165,0.0,4.5478431248696705,0.7912745314780771,0.8869607812174175,1.1130392187825824,1.8869607812174176,0.0,1091.3822551589544,8565.32764276734,12220.14421199238,1257.708428406286,28.113039218782582,10.113039218782582,68.94794109287028,9.113039218782582,1.0,23.886960781217418,1.0,2.2260784375651648,10.113039218782582,12.113039218782582,1.226078437565165,7.113039218782583,0.1130392187825825,1.8869607812174176,2.0,2.1130392187825824,3.0,1.0,80.0,3.0,1.0,1.8869607812174176
2.0,0.3811738317586235,2.0,7.0,1.0,2.0,0.762347663517247,0.0,1404.0168373855513,9714.06382057786,16462.08611586652,347.26844112282737,43.71295700944826,6.237652336482753,53.90586915879312,1.8564785047241295,3.237652336482753,15.098781308137976,3.237652336482753,2.1435214952758708,20.757697196586154,11.381173831758623,2.8564785047241292,5.856478504724129,0.6188261682413765,3.6188261682413767,2.6188261682413767,1.3811738317586235,3.0,1.762347663517247,80.0,3.0,1.0,3.3811738317586233
2.0,0.8665385290650656,2.866538529065066,3.0,0.8665385290650656,1.1334614709349344,1.0,0.0,820.4988292046686,19857.13153940691,21819.19545543464,663.7411848408651,54.599615587195196,8.603459715243229,75.19730911036638,4.667307354674672,4.466154116260262,2.0,1.4003844128048033,3.5996155871951965,25.20115323841441,13.266922941869868,1.6673073546746722,3.601537651219213,1.0,3.0,2.733077058130131,2.133461470934934,5.0,4.0,80.0,3.0,1.0,2.733077058130131
1.0194198672127177,1.0,4.941740398361848,6.038839734425435,1.0,1.0194198672127177,1.9805801327872823,0.0,504.93092201166087,2292.7291071506615,3434.437809142471,471.86504622115064,30.38839734425435,1.0388397344254352,40.89331389178501,0.0388397344254352,8.844641062298258,3.9805801327872823,3.9805801327872823,2.9611602655745646,3.0,22.82522119508554,0.0,0.0388397344254352,0.0,3.0,2.9805801327872823,3.9611602655745646,1.0,3.0,80.0,3.9805801327872823,1.0,2.9805801327872823
1.871785734755493,1.0,2.743571469510986,6.0,1.0,1.0,1.871785734755493,0.0,409.6221277504462,2344.509649960156,15010.362492119135,824.9692970545431,28.61535720426648,3.871785734755493,82.2817863079093,1.128214265244507,1.6410713262225354,15.948571756087887,3.6153572042664788,2.743571469510986,4.256428530489014,13.128214265244507,0.12821426524450708,2.871785734755493,0.12821426524450708,2.128214265244507,2.128214265244507,2.871785734755493,1.0,2.871785734755493,80.0,3.0,1.0,1.2564285304890142
