empid,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,left
1726,0.1,0.86,5,253,4,0,0,low,1
1797,0.88,0.91,4,234,6,0,0,low,1
691,0.36,0.49,2,145,3,0,0,medium,1
4752,0.14,0.83,5,153,5,1,0,medium,0
1587,0.76,0.85,5,236,6,0,0,medium,1
1564,0.43,0.52,2,146,3,0,0,low,1
745,0.39,0.52,2,134,3,0,0,low,1
2578,0.51,0.48,5,136,4,0,0,low,0
4151,0.77,0.76,2,216,3,1,0,medium,0
2415,0.74,0.74,3,156,3,0,0,medium,0
4357,0.92,0.94,5,253,2,0,0,high,0
1939,0.36,0.54,2,153,3,0,0,medium,1
652,0.09,0.88,6,269,4,0,0,medium,1
2986,0.72,0.63,4,241,4,1,0,medium,0
974,0.37,0.47,2,150,3,0,0,medium,1
1921,0.37,0.49,2,148,3,0,0,low,1
2237,0.39,0.36,3,168,3,1,0,low,0
1609,0.11,0.87,6,278,5,0,0,low,1
121,0.14,0.62,4,158,4,1,0,low,1
4516,0.53,0.73,4,147,3,0,0,low,0
4657,0.78,0.49,4,222,2,0,0,medium,0
4580,0.67,0.74,3,204,3,0,0,medium,0
717,0.43,0.47,2,131,3,0,0,low,1
2089,0.57,0.51,2,152,2,0,0,medium,0
4044,0.93,0.58,4,222,2,0,0,medium,0
3125,0.48,0.37,3,181,2,0,0,low,0
4119,0.52,0.55,4,243,2,0,0,medium,0
574,0.36,0.47,2,148,3,0,0,medium,1
4427,0.88,0.66,4,133,2,0,0,medium,0
1167,0.42,0.54,2,135,3,0,0,medium,1
4175,0.48,0.71,2,140,3,1,0,low,0
2940,0.54,0.64,2,219,3,0,0,low,0
4634,0.19,0.76,2,158,3,0,0,high,0
2672,0.97,0.8,3,169,3,0,0,low,0
3109,0.6,0.98,4,195,3,0,0,medium,0
971,0.38,0.46,2,147,3,0,0,low,1
3552,0.66,0.68,3,258,3,0,0,low,0
3772,0.8,0.91,3,246,3,0,0,medium,0
202,0.39,0.5,2,135,3,0,0,low,1
1178,0.82,0.82,4,249,5,0,0,low,1
788,0.39,0.46,2,156,3,0,0,low,1
2383,0.6,0.6,3,258,3,0,0,low,0
2078,0.74,0.62,4,236,4,0,0,low,0
3362,0.99,0.7,5,195,3,0,0,low,0
615,0.09,0.9,7,296,4,0,0,medium,1
2227,0.71,0.57,2,183,4,0,0,low,0
3403,0.55,0.79,3,162,2,0,0,low,0
3889,0.98,0.66,3,199,3,0,0,medium,0
3034,0.49,0.95,4,181,3,0,0,medium,0
1856,0.85,0.87,5,246,5,1,0,medium,1
2045,0.98,0.97,3,196,3,0,0,low,0
1079,0.46,0.53,2,128,3,0,0,medium,1
4632,0.92,0.79,5,243,3,1,0,high,0
2540,0.68,0.75,6,274,5,0,0,low,0
580,0.39,0.55,2,159,3,0,0,high,1
708,0.79,0.91,5,271,5,0,0,low,1
810,0.11,0.97,7,310,4,0,0,medium,1
2942,0.67,0.52,2,102,6,0,0,low,0
903,0.36,0.55,2,152,3,0,0,low,1
1820,0.11,0.82,7,285,4,0,0,medium,1
2345,0.94,0.9,5,191,4,0,0,low,0
2526,0.75,0.75,3,273,3,0,0,medium,0
3691,0.77,0.76,3,201,4,0,0,medium,0
872,0.87,0.94,4,260,5,0,0,low,1
3917,0.25,0.97,3,158,3,0,0,low,0
367,0.1,0.83,6,258,4,0,0,low,1
3056,0.67,0.68,3,189,3,0,0,low,0
4878,0.65,0.69,4,153,3,0,0,low,0
262,0.82,0.97,5,263,5,0,0,medium,1
348,0.11,0.8,6,282,4,0,0,medium,1
1183,0.91,0.9,4,245,5,0,0,low,1
2715,0.64,0.55,4,167,3,1,0,medium,0
886,0.78,0.87,5,256,5,0,0,medium,1
3808,0.65,0.37,5,128,3,1,0,medium,0
3669,0.64,0.64,3,263,3,0,0,high,0
3929,0.7,0.91,5,139,3,1,0,medium,0
2880,0.55,0.72,3,110,3,0,0,medium,0
1482,0.16,0.65,4,277,5,0,0,medium,1
1010,0.75,0.88,4,239,5,0,0,low,1
4991,0.81,0.68,3,151,3,0,0,low,0
2262,0.83,0.54,4,259,5,0,0,medium,0
2464,0.79,0.57,3,250,3,0,0,low,0
2576,0.89,0.83,5,267,4,0,0,low,0
368,0.4,0.56,2,131,3,0,0,low,1
2412,0.61,0.62,4,140,3,1,0,medium,0
3961,0.5,0.55,3,188,2,0,0,medium,0
1332,0.09,0.86,6,297,4,0,0,low,1
2886,0.68,0.84,3,239,2,0,0,medium,0
622,0.1,0.86,6,247,4,0,0,medium,1
682,0.4,0.49,2,128,3,0,0,low,1
1625,0.89,1.0,4,217,5,0,0,medium,1
3831,0.83,0.73,5,136,3,0,0,low,0
4356,0.76,0.99,3,164,2,0,0,medium,0
4216,0.25,0.62,6,271,5,0,0,low,0
609,0.45,0.49,2,134,3,0,0,medium,1
3038,0.6,0.64,5,221,2,0,0,low,0
311,0.1,0.93,7,305,4,0,0,medium,1
1349,0.89,0.83,5,130,4,1,0,medium,1
4388,0.65,0.92,3,219,3,0,0,medium,0
2839,0.75,0.64,4,247,3,1,0,medium,0
1544,0.77,0.81,5,237,5,0,0,medium,1
4790,0.97,0.91,4,257,3,1,0,low,0
3743,0.69,0.84,3,253,2,0,0,medium,0
2506,0.9,0.89,5,249,3,1,0,low,0
3869,0.49,0.51,4,133,3,0,0,low,0
4616,0.97,0.78,4,261,2,0,0,medium,0
3003,0.43,0.63,3,156,3,0,0,medium,0
1578,0.36,0.54,2,158,3,0,0,low,1
1833,0.82,0.92,4,252,5,0,0,medium,1
2180,0.89,0.47,4,108,3,0,0,low,0
4437,0.83,0.57,3,137,2,0,0,medium,0
3051,0.85,0.82,6,141,5,0,0,low,0
4096,0.99,0.92,3,220,3,0,0,low,0
3965,0.95,0.74,4,216,3,0,0,medium,0
1549,0.9,0.99,4,259,6,0,0,medium,1
4590,0.99,0.91,3,241,2,0,0,high,0
556,0.1,0.9,7,281,4,0,0,low,1
2136,0.64,0.77,3,213,3,1,0,medium,0
3101,0.73,0.88,4,148,2,0,0,low,0
3600,0.76,0.8,2,219,4,1,0,low,0
3225,0.48,0.94,3,162,3,1,0,medium,0
2691,0.75,0.93,2,98,5,0,0,medium,0
1134,0.91,0.94,5,218,6,0,0,low,1
1721,0.91,1.0,4,251,6,0,0,low,1
2368,0.64,0.54,3,166,2,0,0,medium,0
3862,0.79,0.83,2,192,3,0,0,low,0
4460,0.69,0.82,4,273,4,0,0,medium,0
1438,0.4,0.53,2,155,3,0,0,high,1
4040,0.89,0.73,4,171,4,0,0,medium,0
1200,0.75,0.74,6,134,3,0,0,medium,1
3750,0.55,0.77,3,256,3,1,0,low,0
1705,0.38,0.49,2,140,3,0,0,medium,1
2959,0.38,0.77,2,170,3,0,0,high,0
587,0.46,0.57,2,152,3,0,0,low,1
3503,0.81,0.6,4,179,3,0,0,medium,0
3098,0.73,0.71,3,210,3,0,0,low,0
3299,0.5,0.82,3,213,3,0,0,high,0
1850,0.45,0.53,2,159,3,0,0,low,1
4219,0.89,0.68,4,258,2,1,0,low,0
1117,0.09,0.85,6,260,4,0,0,medium,1
4315,0.36,0.94,3,113,5,1,0,medium,0
805,0.81,0.95,5,266,5,0,0,medium,1
222,0.37,0.5,2,135,3,0,0,low,1
1607,0.89,0.48,3,178,5,0,0,low,1
171,0.81,0.99,4,259,5,0,0,low,1
573,0.75,0.97,5,243,6,0,0,medium,1
3578,0.49,0.84,5,193,3,0,0,medium,0
2717,0.6,0.87,4,227,3,1,0,medium,0
1291,0.39,0.51,2,139,3,0,0,low,1
1562,0.11,0.88,6,290,4,0,0,low,1
737,0.81,0.91,4,229,5,0,0,low,1
3812,0.95,0.61,3,164,3,0,0,medium,0
4876,0.7,0.6,4,158,3,0,0,low,0
1807,0.45,0.57,2,143,3,0,0,low,1
4129,0.47,0.62,6,171,5,1,0,high,0
1166,0.1,0.96,6,303,4,0,0,low,1
3196,0.89,0.81,4,228,4,0,0,high,0
118,0.11,0.84,6,251,4,0,0,low,1
1407,0.15,0.62,4,257,3,0,0,low,1
4707,0.83,0.87,3,156,3,0,0,medium,0
3643,0.95,0.49,4,269,4,0,0,medium,0
4911,0.99,0.79,4,133,2,0,0,low,0
355,0.33,0.88,6,219,5,0,0,low,1
2621,0.55,0.72,5,232,4,0,0,low,0
1326,0.42,0.53,2,131,3,0,0,medium,1
4390,0.85,0.95,4,171,3,0,0,medium,0
4067,0.94,0.51,5,238,2,0,0,low,0
3858,0.71,0.68,4,221,4,0,0,medium,0
1400,0.11,0.86,6,299,4,1,0,low,1
3624,0.52,0.92,3,150,2,1,0,medium,0
2325,0.89,0.84,2,252,3,0,0,medium,0
2899,0.74,0.41,4,250,4,0,0,low,0
227,0.37,0.46,2,158,3,0,0,low,1
4986,0.49,0.81,4,233,3,0,0,low,0
1567,0.1,0.96,6,274,4,0,0,low,1
4030,0.61,0.82,3,261,4,0,0,low,0
4098,0.54,0.96,3,147,2,0,0,medium,0
3221,0.74,0.59,3,274,3,0,0,medium,0
2225,0.25,0.41,3,133,6,1,0,low,0
4352,0.83,0.8,4,158,4,0,0,medium,0
2038,0.61,0.41,3,138,3,0,0,low,0
1511,0.87,1.0,4,224,5,0,0,medium,1
4334,0.67,0.57,5,215,4,0,0,low,0
1143,0.88,1.0,5,226,6,0,0,low,1
3813,0.63,0.62,3,183,3,0,0,medium,0
3874,0.22,0.64,3,193,2,0,0,low,0
771,0.1,0.83,6,300,4,0,0,medium,1
2673,0.68,0.51,4,176,4,1,0,low,0
1770,0.4,0.47,2,144,3,1,0,low,1
480,0.11,0.96,7,277,5,0,0,low,1
509,0.38,0.55,2,158,3,0,0,low,1
1446,0.73,0.87,5,252,5,0,0,low,1
3872,0.57,0.5,4,230,2,0,0,low,0
1076,0.74,0.89,4,267,5,0,0,medium,1
3478,0.71,0.75,4,272,4,0,0,low,0
3922,0.26,0.45,2,157,3,0,0,medium,0
723,0.44,0.47,2,130,3,0,0,low,1
2813,0.37,0.43,2,155,2,0,0,low,0
492,0.39,0.51,2,151,3,0,0,medium,1
372,0.36,0.51,2,135,3,0,0,low,1
3668,0.57,0.82,3,267,3,0,0,high,0
2112,1.0,0.92,5,161,3,1,0,low,0
3914,0.19,0.86,4,192,4,0,0,low,0
4237,0.93,0.87,5,154,2,0,0,medium,0
1398,0.43,0.53,2,146,3,0,0,medium,1
3729,0.21,0.37,4,129,4,0,0,medium,0
868,0.42,0.56,2,128,3,0,0,low,1
2477,0.58,0.77,4,196,2,1,0,low,0
3088,0.17,0.76,4,280,5,0,0,low,0
292,0.87,0.84,5,231,5,0,0,low,1
4959,0.61,0.7,4,243,3,0,0,low,0
2485,0.94,0.89,4,239,3,0,0,medium,0
3226,0.84,0.75,3,184,3,0,0,medium,0
380,0.77,0.93,4,231,5,0,0,medium,1
198,0.1,0.91,6,287,4,0,0,low,1
3926,0.14,0.68,4,273,5,1,0,medium,0
1804,0.44,0.48,2,155,3,0,0,low,1
1271,0.38,0.57,2,131,3,0,0,medium,1
2321,0.92,0.68,5,236,2,0,0,low,0
4502,0.43,0.6,3,138,3,0,1,medium,0
1676,0.09,0.93,6,255,4,0,0,medium,1
1093,0.73,1.0,5,230,5,0,0,low,1
1759,0.45,0.51,2,149,3,0,0,low,1
1788,0.45,0.57,2,138,3,0,0,medium,1
3794,0.69,0.9,5,231,2,1,0,low,0
3815,0.62,0.78,4,261,2,0,0,low,0
342,0.37,0.47,2,141,3,0,0,medium,1
2059,0.63,0.66,4,237,2,1,0,medium,0
318,0.37,0.46,2,153,3,0,0,low,1
3802,0.5,0.6,2,177,3,1,0,medium,0
218,0.9,0.98,5,245,5,0,0,low,1
980,0.11,0.95,6,271,4,0,0,low,1
228,0.44,0.54,2,149,3,0,0,low,1
4974,0.68,0.92,2,184,4,0,0,medium,0
4241,0.52,0.45,2,145,3,0,0,low,0
420,0.82,0.85,4,223,5,0,0,medium,1
4669,0.53,0.9,3,210,3,0,0,medium,0
3053,0.99,0.51,4,232,3,0,0,low,0
1416,0.2,0.9,6,138,3,0,0,low,1
1796,0.85,0.96,4,217,5,0,0,low,1
3176,0.75,0.96,3,252,3,0,0,medium,0
157,0.83,1.0,5,240,5,0,0,low,1
2606,0.63,0.95,4,137,3,0,0,medium,0
1497,0.1,0.85,7,259,4,0,0,low,1
4457,0.63,0.56,4,228,3,0,0,low,0
2810,0.5,0.91,3,212,2,0,0,low,0
460,0.4,0.48,2,137,3,0,0,medium,1
2068,0.93,0.98,3,238,2,0,0,low,0
2962,0.78,0.51,4,278,3,0,0,medium,0
4745,0.61,0.68,4,244,3,0,0,low,0
2603,0.93,0.97,4,227,3,0,0,medium,0
3973,0.73,0.75,2,243,5,1,0,medium,0
35,0.84,0.87,4,246,6,0,0,low,1
3240,0.83,0.61,5,257,2,0,0,low,0
2391,0.54,0.69,3,141,4,0,0,low,0
4245,0.49,0.48,3,190,2,0,0,medium,0
4989,0.5,0.7,5,166,2,0,0,low,0
2745,0.5,0.86,3,253,2,0,0,low,0
3162,1.0,0.59,4,174,3,0,0,low,0
4556,1.0,0.59,3,168,3,0,1,low,0
3565,0.58,0.6,3,110,3,1,0,low,0
1878,0.39,0.51,2,137,3,0,0,low,1
2445,0.91,0.56,4,158,3,0,0,medium,0
549,0.85,0.82,4,270,5,0,0,low,1
4435,0.66,0.68,4,152,3,0,0,high,0
4829,0.19,0.8,4,249,5,0,0,low,0
3102,0.8,0.54,4,258,3,0,0,low,0
2769,0.8,0.99,3,248,3,1,0,medium,0
2007,0.54,0.37,2,176,2,0,0,low,0
4561,0.75,0.55,2,184,2,0,0,low,0
474,0.42,0.56,2,149,3,0,0,low,1
4101,0.66,0.73,3,244,3,0,0,medium,0
893,0.74,0.99,4,276,5,0,0,low,1
687,0.1,0.96,7,255,4,0,0,medium,1
1184,0.11,0.77,6,264,4,0,0,low,1
1778,0.39,0.56,2,147,3,0,0,medium,1
3853,0.84,0.73,3,146,5,1,0,high,0
2086,0.81,0.62,3,100,3,0,0,low,0
4700,0.58,0.61,3,205,2,0,0,medium,0
375,0.86,0.84,5,254,5,0,0,medium,1
875,0.14,0.73,7,282,5,0,0,low,1
1523,0.1,0.82,7,265,4,0,0,low,1
698,0.11,0.8,6,306,4,0,0,low,1
3059,0.54,0.59,3,200,3,0,0,low,0
2428,0.81,0.92,5,259,3,0,0,low,0
3475,0.72,0.69,3,270,4,0,0,low,0
837,0.43,0.56,2,133,3,0,0,low,1
2087,0.12,0.87,4,244,5,0,0,low,0
388,0.1,0.97,6,247,4,0,0,medium,1
1957,0.4,0.48,2,155,3,0,0,low,1
3300,0.79,0.53,2,217,2,0,0,medium,0
1928,0.09,0.95,6,271,4,0,0,low,1
3839,0.26,0.47,6,182,4,0,0,low,0
1120,0.44,0.5,2,138,3,0,0,medium,1
299,0.45,0.48,2,136,3,0,0,medium,1
2616,0.72,0.62,3,270,4,0,0,low,0
4138,0.94,0.87,3,229,3,0,0,low,0
346,0.1,0.86,6,278,4,0,0,high,1
3855,0.53,0.45,4,180,3,0,0,medium,0
2317,0.6,0.98,3,262,2,0,0,low,0
208,0.78,0.87,4,228,5,0,0,low,1
44,0.1,0.8,7,281,4,0,0,low,1
3712,0.59,0.49,4,164,3,0,0,low,0
2608,0.5,0.65,5,242,3,0,0,high,0
3764,0.78,0.92,3,169,3,0,0,high,0
1972,0.42,0.47,2,139,3,1,0,medium,1
2800,0.89,0.79,4,133,2,0,0,medium,0
853,0.82,0.89,5,217,5,0,0,high,1
3574,0.76,0.72,4,266,3,0,0,medium,0
4602,0.2,0.96,2,249,3,0,0,low,0
4690,0.74,0.76,3,224,2,0,0,low,0
162,0.9,0.98,5,243,6,0,0,low,1
39,0.11,0.89,6,306,4,0,0,low,1
27,0.82,0.87,4,239,5,0,0,low,1
1883,0.09,0.89,6,282,4,0,0,low,1
2550,0.65,0.83,4,218,3,0,0,low,0
548,0.37,0.5,2,141,3,0,0,low,1
300,0.74,0.84,5,249,5,0,0,medium,1
1018,0.92,0.87,4,229,6,0,0,low,1
1688,0.4,0.46,2,141,3,0,0,low,1
922,0.4,0.48,2,138,3,0,0,medium,1
2465,0.78,0.97,4,142,3,0,0,low,0
1312,0.39,0.49,2,146,3,0,0,medium,1
98,0.1,0.84,6,279,4,0,0,low,1
2944,0.68,0.51,4,224,2,0,0,low,0
1423,0.1,0.82,6,269,4,0,0,low,1
3255,0.57,0.54,5,216,3,0,0,medium,0
4338,0.78,0.58,3,154,3,0,0,low,0
4410,0.86,0.66,4,191,2,0,0,low,0
1069,0.74,1.0,5,223,5,0,0,low,1
519,0.44,0.54,2,151,3,0,0,low,1
1211,0.11,0.83,6,268,4,0,0,low,1
2238,0.74,0.72,4,176,3,0,0,low,0
4869,0.86,0.55,3,269,2,0,0,low,0
4812,0.6,0.81,4,245,3,1,0,medium,0
513,0.09,0.96,6,259,4,0,0,low,1
3104,0.99,0.75,4,208,2,0,0,medium,0
1656,0.09,0.9,6,256,4,0,0,low,1
4646,0.85,0.58,4,273,4,0,0,medium,0
463,0.8,0.53,3,255,5,0,0,high,1
483,0.77,0.87,4,242,6,0,0,low,1
3825,0.68,0.55,4,215,4,0,0,high,0
3749,0.8,0.58,5,127,3,0,0,low,0
804,0.1,0.77,6,310,4,0,0,medium,1
4073,0.96,0.49,4,252,3,1,0,medium,0
956,0.1,0.91,6,262,5,1,0,low,1
1870,0.11,0.77,6,247,4,0,0,medium,1
1958,0.76,0.83,6,293,6,0,0,low,1
3174,0.93,0.77,5,106,5,0,0,medium,0
4441,0.36,0.65,3,116,2,1,0,low,0
3158,0.51,0.63,3,183,2,0,0,medium,0
2984,0.51,0.53,3,156,3,0,0,low,0
379,0.31,0.56,4,238,2,0,0,medium,1
3599,0.77,0.86,5,282,4,0,0,low,0
2907,0.53,0.67,4,167,2,0,0,low,0
618,0.83,0.95,4,251,5,0,0,medium,1
4835,0.76,0.68,4,204,3,1,0,low,0
4798,0.91,0.63,4,226,3,1,0,low,0
4928,0.67,0.58,3,246,3,0,0,medium,0
2674,0.68,0.7,5,168,2,0,0,medium,0
2983,0.64,0.71,3,181,2,0,0,low,0
2906,0.69,0.9,2,155,2,0,0,low,0
4998,0.77,0.59,5,189,5,0,0,low,0
1379,0.8,0.87,5,240,6,0,0,low,1
2964,0.72,0.87,3,238,3,0,0,medium,0
2384,0.15,0.8,5,151,2,1,0,low,0
4713,0.95,0.72,4,235,2,0,0,low,0
269,0.38,0.56,2,156,3,0,0,low,1
4873,0.98,0.72,3,252,2,0,0,low,0
3526,0.67,0.84,6,250,2,0,0,low,0
4442,0.55,0.65,4,170,4,0,0,low,0
1486,0.11,0.88,7,253,4,0,0,low,1
3420,0.79,0.56,6,205,4,1,0,medium,0
4041,0.34,0.99,4,184,3,0,0,medium,0
776,0.39,0.57,2,158,3,0,0,low,1
4483,0.51,0.67,4,228,3,0,0,low,0
15,0.36,0.56,2,137,3,0,0,low,1
4487,0.76,0.79,3,161,3,0,0,low,0
481,0.37,0.49,2,151,3,0,0,low,1
4092,0.57,0.76,3,200,2,0,0,low,0
2474,0.48,0.53,4,271,3,0,0,low,0
3671,0.49,0.92,5,176,3,0,0,low,0
3761,0.76,0.72,5,228,2,0,0,high,0
2734,0.94,0.94,3,255,3,0,0,low,0
3717,0.54,0.61,4,151,4,1,0,medium,0
71,0.74,0.99,2,277,3,0,0,medium,1
2367,0.22,0.74,3,199,6,0,0,medium,0
10,0.42,0.53,2,142,3,0,0,low,1
1062,0.34,0.97,6,157,5,1,0,low,1
3043,0.91,0.55,4,179,4,0,0,low,0
4165,0.87,0.89,4,219,4,0,0,high,0
1679,0.75,0.89,5,276,5,0,0,low,1
1388,0.4,0.5,2,135,3,0,0,medium,1
521,0.87,0.94,4,274,5,0,0,low,1
896,0.1,0.79,6,294,4,0,0,medium,1
1008,0.36,0.52,2,137,3,1,0,medium,1
1812,0.45,0.5,2,150,3,0,0,low,1
3834,0.81,0.81,5,215,2,0,0,low,0
3583,0.62,0.91,3,133,3,0,0,medium,0
4793,0.62,0.66,3,208,3,0,0,low,0
4568,0.66,0.81,2,201,3,0,0,medium,0
3428,0.73,0.53,3,184,2,0,0,low,0
1553,0.17,0.55,6,250,5,0,0,medium,1
1718,0.11,0.96,6,310,4,0,0,low,1
1023,0.36,0.48,2,145,3,0,0,low,1
3698,0.54,0.91,3,249,3,0,0,high,0
583,0.74,0.87,5,242,5,0,0,medium,1
665,0.1,0.77,5,276,4,0,0,low,1
4680,0.69,0.98,3,214,2,0,0,low,0
4422,0.59,0.98,4,198,3,0,0,low,0
1537,0.09,0.84,7,260,4,0,0,low,1
3285,0.85,0.53,4,181,2,0,0,low,0
3870,0.74,0.7,4,260,2,0,0,low,0
3510,0.82,0.95,3,203,3,0,0,medium,0
1905,0.1,0.78,5,285,4,1,0,medium,1
3443,0.99,0.87,4,190,2,0,0,low,0
2021,0.79,0.97,5,266,2,0,0,medium,0
2064,0.77,0.78,3,269,3,0,0,medium,0
2124,0.84,0.89,4,187,2,1,0,low,0
453,0.1,0.87,6,286,4,0,0,medium,1
2153,0.74,0.92,5,193,3,0,0,low,0
192,0.92,0.87,4,226,6,1,0,medium,1
1931,0.83,0.81,5,219,5,0,0,low,1
1775,0.37,0.5,2,142,3,0,0,low,1
672,0.11,0.94,6,264,4,0,0,low,1
2440,0.66,0.58,3,205,3,0,0,medium,0
850,0.54,0.94,6,294,3,0,0,medium,1
3939,0.67,0.94,4,141,2,1,0,low,0
2730,0.72,0.66,4,202,4,0,0,medium,0
4342,0.47,0.5,4,159,2,0,0,low,0
113,0.43,0.52,2,160,3,0,0,low,1
2062,0.82,0.65,4,148,3,0,0,high,0
4137,0.19,0.83,3,225,4,0,0,low,0
1038,0.09,0.97,7,268,4,0,0,medium,1
2613,0.14,1.0,5,174,5,0,0,medium,0
3363,0.86,0.51,4,211,2,1,0,low,0
36,0.1,0.94,6,255,4,0,0,low,1
1825,0.44,0.51,2,152,3,0,0,medium,1
2234,0.7,0.89,6,214,2,0,0,low,0
3570,0.73,0.83,2,167,3,0,0,medium,0
3886,0.92,0.69,4,149,6,1,0,medium,0
4145,0.81,0.96,4,212,3,0,0,low,0
2300,0.38,0.44,3,137,3,0,0,medium,0
4000,0.51,0.95,4,258,3,0,0,medium,0
470,0.41,0.52,2,159,3,0,0,low,1
3753,0.54,0.48,3,152,2,0,0,low,0
1500,0.44,0.48,2,128,3,0,0,low,1
1841,0.1,0.97,7,306,4,0,0,low,1
3841,0.71,0.56,3,198,3,0,0,medium,0
4152,0.58,0.86,3,151,2,0,0,medium,0
4946,0.53,0.98,3,219,4,0,0,low,0
1499,0.42,0.49,2,152,3,0,0,low,1
3469,1.0,0.79,5,152,4,0,0,medium,0
4488,0.29,0.77,3,152,3,1,0,low,0
101,0.38,0.52,2,154,3,0,0,medium,1
1397,0.2,0.7,6,281,5,0,0,medium,1
3592,1.0,0.76,5,201,3,0,0,low,0
3675,0.71,0.87,5,173,3,0,0,low,0
1286,0.41,0.52,2,127,3,0,0,medium,1
2950,0.15,0.86,3,204,4,0,0,medium,0
385,0.36,0.48,2,156,3,0,0,high,1
2736,0.66,0.86,5,185,3,0,0,low,0
1651,0.77,0.98,4,238,6,0,0,low,1
338,0.44,0.51,2,140,3,0,0,medium,1
374,0.36,0.57,2,142,3,0,0,medium,1
4016,0.14,0.68,5,253,5,0,0,low,0
2164,1.0,0.49,3,185,2,0,0,low,0
3113,0.25,0.83,3,257,5,1,0,medium,0
59,0.38,0.54,2,128,3,0,0,low,1
1019,0.36,0.47,2,136,3,0,0,low,1
1876,0.72,0.84,4,256,5,0,0,low,1
57,0.11,0.94,7,255,4,0,0,low,1
3359,0.91,0.57,4,145,3,0,0,medium,0
538,0.45,0.45,2,154,3,1,0,medium,1
4786,0.83,0.84,3,249,2,0,0,medium,0
437,0.11,0.85,6,261,4,0,0,low,1
2893,0.58,0.56,3,151,2,0,0,low,0
3540,0.54,0.77,5,270,3,0,0,medium,0
4195,0.59,0.9,3,146,3,0,0,medium,0
2282,0.18,0.94,3,187,6,1,0,low,0
2258,0.99,0.75,3,215,3,0,0,low,0
3602,0.72,0.79,4,192,4,0,0,low,0
3766,0.94,0.57,4,251,2,1,0,medium,0
135,0.36,0.5,2,132,3,0,0,low,1
2582,0.63,0.96,5,152,3,0,0,low,0
857,0.1,0.85,6,273,4,0,0,medium,1
831,0.72,0.95,4,220,5,0,0,low,1
696,0.35,0.99,3,236,4,0,0,medium,1
356,0.41,0.57,2,136,3,0,0,low,1
4762,0.6,0.55,3,177,3,1,0,low,0
4177,0.53,0.86,3,150,3,0,0,low,0
3175,0.71,0.64,4,189,3,0,0,medium,0
3145,0.5,0.75,5,255,3,0,0,medium,0
2517,0.84,0.87,3,271,3,0,0,low,0
1021,0.74,0.87,5,258,5,0,0,low,1
72,0.09,0.77,5,275,4,0,0,medium,1
1469,0.78,0.86,5,256,5,0,0,medium,1
2108,0.59,0.88,4,155,3,1,0,low,0
3126,0.84,0.79,4,222,3,0,0,low,0
4679,0.49,0.77,2,254,2,0,0,low,0
203,0.76,1.0,5,219,5,0,0,low,1
4655,0.75,0.78,4,158,5,1,0,medium,0
4134,0.52,0.8,5,234,3,0,0,high,0
3876,0.54,0.84,3,132,3,0,0,low,0
489,0.1,0.83,7,276,4,0,0,low,1
1860,0.43,0.57,2,129,3,0,0,medium,1
4856,0.92,0.62,4,196,3,0,0,medium,0
865,0.1,0.94,6,260,4,0,0,low,1
3946,0.97,0.53,4,247,3,0,0,low,0
2280,0.96,0.45,6,232,2,1,0,low,0
4283,0.89,0.55,5,194,4,0,0,medium,0
3085,0.34,0.57,4,152,3,1,0,low,0
3765,0.8,0.68,4,157,3,0,0,medium,0
2963,0.99,0.84,5,138,2,0,0,medium,0
4103,0.15,0.61,3,146,6,1,0,medium,0
2949,0.83,0.93,4,261,2,0,0,medium,0
2196,0.98,0.58,4,136,3,0,0,low,0
1550,0.88,1.0,4,259,5,0,0,medium,1
3321,0.21,0.7,3,104,2,0,0,low,0
266,0.84,0.93,4,251,5,0,0,medium,1
1263,0.11,0.84,6,252,4,0,0,low,1
1702,0.09,0.77,6,282,5,0,0,medium,1
1683,0.59,1.0,3,156,4,0,0,low,1
478,0.09,0.79,6,275,4,0,0,low,1
693,0.84,0.86,5,268,5,0,0,medium,1
4323,0.95,0.81,4,263,3,0,0,medium,0
1343,0.36,0.55,2,131,3,0,0,low,1
3138,0.72,0.66,3,152,2,0,0,low,0
2791,0.59,0.47,3,143,2,0,0,medium,0
1794,0.43,0.51,2,143,3,0,0,medium,1
2920,0.5,0.79,3,186,3,0,0,high,0
1557,0.44,0.5,2,154,3,0,0,medium,1
3663,0.36,0.42,3,206,5,0,0,high,0
4615,0.84,0.55,3,135,3,0,0,medium,0
1559,0.14,0.61,6,291,5,0,0,medium,1
991,0.09,0.77,6,244,4,0,0,low,1
1900,0.4,0.49,2,143,3,0,0,medium,1
2482,0.63,0.96,4,167,2,0,0,medium,0
2347,0.59,0.43,3,173,3,0,0,low,0
2532,0.44,0.66,3,162,2,0,0,medium,0
910,0.92,0.9,5,248,5,0,0,low,1
1473,0.43,0.48,2,157,3,0,0,medium,1
630,0.46,0.54,2,144,3,0,0,low,1
2799,0.49,1.0,3,176,3,0,0,medium,0
2430,0.47,0.86,4,169,6,0,0,low,0
3915,0.76,0.83,4,246,2,0,0,low,0
4610,0.98,0.79,4,138,3,0,0,low,0
2835,0.66,0.63,6,223,6,0,0,medium,0
2252,0.62,0.38,3,257,3,0,0,medium,0
1454,0.63,0.83,6,242,5,0,0,low,1
1377,0.74,1.0,5,222,6,0,0,low,1
654,0.37,0.51,2,132,3,0,0,medium,1
3068,0.89,0.61,3,175,4,0,0,medium,0
